id,accept_id,business_id,InsuredName,LossName,loss_name,claim_pattern,severity_band,loss_year,uw_year,report_period,close_period,dev_period,period,paid,outstanding,incurred,paid_movement,outstanding_movement,incurred_movement,claim_status
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,42,1998Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,45,1998Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,48,1998Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,51,1999Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,54,1999Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,57,1999Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,60,1999Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,63,2000Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,66,2000Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,69,2000Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,72,2000Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,75,2001Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,78,2001Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,81,2001Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,84,2001Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,87,2002Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,90,2002Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,93,2002Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,96,2002Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,99,2003Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,102,2003Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,105,2003Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,108,2003Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,111,2004Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,114,2004Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,117,2004Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,120,2004Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,123,2005Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,126,2005Q2,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,129,2005Q3,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,132,2005Q4,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-001,ACC-1995-001,AGY_A,Northfield Hospitality 001,Equipment failure with contractor involvement,Equipment failure with contractor involvement,late,small,1995,1995,1995Q4,1998Q1,135,2006Q1,10.0,0.0,10.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,15,1996Q1,0.0,2.0,2.0,0.0,2.0,2.0,open
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,18,1996Q2,1.0,2.0,3.0,1.0,0.0,1.0,open
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,21,1996Q3,3.0,0.0,3.0,2.0,-2.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,24,1996Q4,5.0,0.0,5.0,2.0,0.0,2.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,27,1997Q1,6.0,0.0,6.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,30,1997Q2,7.0,0.0,7.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,33,1997Q3,8.0,0.0,8.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,36,1997Q4,9.0,0.0,9.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,39,1998Q1,9.0,0.0,9.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,42,1998Q2,10.0,0.0,10.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,45,1998Q3,11.0,0.0,11.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,48,1998Q4,11.0,1.0,12.0,0.0,1.0,1.0,open
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,51,1999Q1,12.0,0.0,12.0,1.0,-1.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,54,1999Q2,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,57,1999Q3,13.0,0.0,13.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,60,1999Q4,14.0,0.0,14.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,63,2000Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,66,2000Q2,15.0,0.0,15.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,69,2000Q3,16.0,0.0,16.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,72,2000Q4,17.0,0.0,17.0,1.0,0.0,1.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,75,2001Q1,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,78,2001Q2,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,81,2001Q3,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,84,2001Q4,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,87,2002Q1,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,90,2002Q2,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,93,2002Q3,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,96,2002Q4,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,99,2003Q1,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,102,2003Q2,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,105,2003Q3,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,108,2003Q4,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,111,2004Q1,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,114,2004Q2,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,117,2004Q3,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,120,2004Q4,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,123,2005Q1,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,126,2005Q2,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,129,2005Q3,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,132,2005Q4,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-002,ACC-1995-002,AGY_A,Cedar Services 002,Storm event with reopened exposure,Storm event with reopened exposure,late,medium,1995,1995,1996Q1,1999Q1,135,2006Q1,17.0,0.0,17.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,12,1995Q4,0.0,1.0,1.0,0.0,1.0,1.0,open
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,15,1996Q1,1.0,2.0,3.0,1.0,1.0,2.0,open
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,18,1996Q2,3.0,1.0,4.0,2.0,-1.0,1.0,open
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,21,1996Q3,4.0,0.0,4.0,1.0,-1.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,24,1996Q4,6.0,0.0,6.0,2.0,0.0,2.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,27,1997Q1,7.0,0.0,7.0,1.0,0.0,1.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,30,1997Q2,7.0,0.0,7.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,33,1997Q3,8.0,0.0,8.0,1.0,0.0,1.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,36,1997Q4,9.0,0.0,9.0,1.0,0.0,1.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,39,1998Q1,9.0,0.0,9.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,42,1998Q2,9.0,0.0,9.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,45,1998Q3,10.0,0.0,10.0,1.0,0.0,1.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,48,1998Q4,10.0,1.0,11.0,0.0,1.0,1.0,open
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,51,1999Q1,11.0,0.0,11.0,1.0,-1.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,54,1999Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,57,1999Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,60,1999Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,63,2000Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,66,2000Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,69,2000Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,72,2000Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,75,2001Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,78,2001Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,81,2001Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,84,2001Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,87,2002Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,90,2002Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,93,2002Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,96,2002Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,99,2003Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,102,2003Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,105,2003Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,108,2003Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,111,2004Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,114,2004Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,117,2004Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-003,ACC-1995-003,AGY_B,Riverside Construction 003,Liability dispute with litigation,Liability dispute with litigation,late,medium,1995,1995,1995Q4,1999Q1,120,2004Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
